"id","WH_0_5","WH_5_9","WH_10_14","WH_15_29","WH_30_64","WH_65up"
"60650445101030",0,0,0.03,0,0,0
"60650445101031",2.8,0,0.03,4,4,0
"60650445101032",0.4,0,0.03,4,4,1.6
"60650445101036",8.4,0.72,0.54,49,49,7.2
"60650445101033",0.8,0.18,0.03,12,12,1.6
"60650445101034",0.8,0.33,0.27,13,13,5.6
"60650445101035",4,0.48,0.36,28,28,5.6
"60650445101037",4.8,0.51,0.45,25,25,3.2
"60650445101038",0.4,0,0.03,1,1,1.6
"60650445101039",0,0,0.03,0,0,18.4
"60650445101040",0.4,0,0.03,4,4,0
"60650445101041",0,0,0,0,0,0
"60650445101042",0,0,0,0,0,0
"60650445101043",0.4,0.09,0.15,3,3,0
"60650445101044",2.4,0.21,0.09,12,12,0
"60650445101045",0,0.09,0.06,2,2,3.2
"60650445101046",0,0,0.06,4,4,0
"60650445101047",4.4,0.51,0.6,53,53,2.4
"60650445101048",7.6,0.48,0.75,44,44,4.8
"60650445101049",9.2,0.81,0.54,60,60,4.8
"60650445101050",6.8,0.6,0.6,50,50,4
"60650445101051",6,0.42,0.36,28,28,1.6
"60650445101052",6,0.27,0.42,22,22,1.6
"60650445101053",3.2,0.24,0.15,16,16,0.8
"60650445101054",0,0,0,0,0,0
"60650445101055",0.4,0.12,0.09,3,3,9.6
"60650445101056",6.4,0.36,0.33,53,53,7.2
"60650445101057",14.4,0.99,0.66,60,60,1.6
"60650445101058",3.2,0.27,0.09,15,15,3.2
"60650445101059",0,0,0,0,0,0
"60650445101000",0,0.06,0,0,0,4
"60650445101001",2,0.09,0.18,12,12,7.2
"60650445101002",1.2,0.48,0.51,11,11,8.8
"60650445101003",2,0.03,0.03,8,8,3.2
"60650445101004",0,0,0,0,0,0
"60650445101005",2.4,0.15,0.06,6,6,1.6
"60650445101006",5.6,0.24,0.24,22,22,1.6
"60650445101007",1.6,0.03,0.06,17,17,5.6
"60650445101008",2,0.27,0.21,14,14,8
"60650445101009",0,0,0,0,0,0
"60650445101010",3.2,0.33,0.18,13,13,4
"60650445101011",2,0.03,0.24,11,11,2.4
"60650445101012",0,0,0,0,0,0
"60650445101013",2.8,0.24,0.24,38,38,8.8
"60650445101014",0,0,0.06,2,2,0.8
"60650445101015",4,0.21,0.3,20,20,2.4
"60650445101016",0.8,0,0,6,6,1.6
"60650445101017",2,0.06,0.06,11,11,0
"60650445101018",0.4,0.03,0.06,13,13,0.8
"60650445101019",2.4,0.24,0.27,28,28,4.8
"60650445101020",0,0.03,0.06,2,2,0
"60650445101021",0,0,0,0,0,0
"60650445101022",0.4,0,0.06,9,9,0.8
"60650445101023",0.4,0,0.03,4,4,0.8
"60650445101024",1.6,0.27,0.3,6,6,4
"60650445101025",0.8,0.12,0.06,4,4,0
"60650445101026",3.2,0.15,0.03,17,17,5.6
"60650445101027",0,0.18,0.09,12,12,1.6
"60650445102000",1.2,0.09,0.24,16,16,5.6
"60650445102001",0.8,0.03,0,6,6,1.6
"60650445102002",0.4,0,-0.03,3,3,0
"60650445102003",0.8,0,0.06,9,9,1.6
"60650445102004",0.4,0.09,0.09,14,14,6.4
"60650445102005",2.8,0.18,0.21,13,13,8
"60650445102006",1.6,0.15,0.18,21,21,7.2
"60650445102007",1.2,0.24,0.12,6,6,1.6
"60650445102008",2,0.27,0.15,15,15,4.8
"60650445102009",1.2,0,0.03,8,8,3.2
"60650445102010",0,0,0.15,11,11,3.2
"60650445102011",1.6,0.27,0.06,21,21,9.6
"60650445102012",2,0.18,0.24,22,22,8.8
"60650445102013",2,0.12,0.12,14,14,4
"60650445102014",3.6,0.18,0.09,10,10,0.8
"60650445102015",0.4,0.06,0.03,3,3,4
"60650445102016",2,0.09,0.03,5,5,1.6
"60650445102017",3.2,0.18,0.18,15,15,8
"60650445102018",3.6,0.27,0.21,25,25,4
"60650445102019",2,0.15,0.21,17,17,4.8
"60650445102020",1.2,0.12,0.09,13,13,2.4
"60650445102021",2,0.09,0.09,11,11,0.8
"60650445102022",0.8,0.03,0.24,11,11,1.6
"60650445102023",2.8,0.12,0.09,16,16,5.6
"60650445102024",41.2,2.25,2.55,206,206,11.2
"60650445102025",9.2,0.3,0.48,35,35,6.4
"60650445102026",12,0.48,0.42,55,55,4
"60650445151009",0,0,0,0,0,9.6
"60650445151010",0,0,0.03,0,0,5.6
"60650445151011",0,0,0,0,0,10.4
"60650445151012",0,0,0,0,0,0
"60650445151013",0,0,0,0,0,0
"60650445151014",0,0,0,0,0,0
"60650445151015",0,0,0,0,0,0
"60650445151016",0,0,0,0,0,0
"60650445151017",0,0,0,0,0,0
"60650445151018",0,0,0,0,0,0
"60650445151019",0,0,0,0,0,0
"60650445151020",0,0,0,0,0,0
"60650445151021",0,0,0,0,0,0
"60650445151022",0,0,0,0,0,0
"60650445151023",0,0,0,0,0,0.8
"60650445151024",0,0,0,0,0,0
"60650445151025",0,0,0,0,0,0
"60650445151063",8.4,0.33,0.24,30,30,8
"60650445151064",5.2,0.33,0.18,37,37,2.4
"60650445151065",3.6,0.48,0.39,34,34,4.8
"60650445151066",0,0,0.06,3,3,0
"60650445151067",0.4,0.03,0.21,14,14,3.2
"60650445151068",2,0.03,0,7,7,0
"60650445151069",1.6,0.06,0.12,10,10,0
"60650445151070",0,0.09,0.03,4,4,2.4
"60650445151071",4.8,0.45,0.36,37,37,4
"60650445151072",4.4,0.33,0.27,33,33,7.2
"60650445151073",6.8,0.39,0.51,28,28,8.8
"60650445151074",2.4,0.03,0.18,20,20,0.8
"60650445151075",3.6,0.03,0.03,10,10,0.8
"60650445151076",2.4,0.3,0.06,13,13,4.8
"60650445151000",3.6,0.33,0.27,38,38,52.8
"60650445151001",0,0,0,0,0,7.2
"60650445151002",0,0,0,0,0,6.4
"60650445151003",0,0,0,0,0,6.4
"60650445151004",0,0,0,0,0,0
"60650445151005",0,0,0,0,0,5.6
"60650445151006",0.4,0,0,0,0,13.6
"60650445151007",0,0,0,0,0,12
"60650445151008",0,0,0,2,2,5.6
"60650445151026",0,0,0,0,0,0
"60650445151027",5.2,0.75,0.69,25,25,2.4
"60650445151028",4.4,0.24,0.09,15,15,2.4
"60650445151029",0.8,0,0,0,0,7.2
"60650445151030",0,0,0,1,1,25.6
"60650445151031",0.4,0.03,0,0,0,19.2
"60650445151032",0,0,0,0,0,25.6
"60650445151033",0,0,0,0,0,4.8
"60650445151034",0,0,0,0,0,10.4
"60650445151035",0,0,0,1,1,14.4
"60650445151036",0,0,0,0,0,0
"60650445151037",0,0.03,0,0,0,14.4
"60650445151038",0,0,0,0,0,12
"60650445151039",3.6,0.36,0.18,22,22,2.4
"60650445151040",8.8,0.63,0.81,75,75,6.4
"60650445151041",6,0.54,0.36,49,49,4.8
"60650445151042",7.2,0.33,0.6,40,40,0.8
"60650445151043",4.4,0.3,0.36,25,25,0.8
"60650445151044",0.8,0.12,0.21,37,37,0.8
"60650445151045",3.2,0.24,0.33,21,21,0
"60650445151046",6.4,0.51,0.48,30,30,2.4
"60650445151047",0,0.06,0,3,3,0
"60650445151048",1.6,0.18,0.03,4,4,0
"60650445151049",2,0.12,0,9,9,0
"60650445151050",0,0,0,0,0,16.8
"60650445151051",0,0,0,0,0,22.4
"60650445151052",0,0,0,1,1,25.6
"60650445151053",3.2,0.51,0.24,15,15,2.4
"60650445151054",21.6,1.74,1.95,115,115,11.2
"60650445151055",0,0,0,0,0,0
"60650445151056",0,0,0,0,0,0
"60650445151057",0,0,0,0,0,2.4
"60650445151058",0.4,0.12,0.03,3,3,1.6
"60650445151059",0,0,0,0,0,0
"60650445151060",0,0,0,0,0,0
"60650445151061",0,0,0,0,0,0
"60650445151062",3.2,0.12,0.24,9,9,0
"60650445151077",2.8,0.27,0.21,21,21,3.2
"60650445151078",0.8,0.12,0.18,5,5,3.2
"60650445151079",6.4,0.21,0.03,15,15,0
"60650445151080",0,0,0,0,0,0
"60650445151082",1.2,0.09,0.09,7,7,1.6
"60650445151083",0.8,0.09,0.09,19,19,1.6
"60650445151084",0.8,0.03,0.06,2,2,0
"60650445151085",0.4,0,0,1,1,0
"60650445151086",0,0,0,0,0,0
"60650445151087",0,0,0,0,0,0
"60650445151088",0,0,0,0,0,0
"60650445151089",0,0,0,0,0,0
"60650445151094",0,0.06,0.15,4,4,0
"60650445151081",0,0,0,0,0,0
"60650445151090",1.2,0,0,0,0,0
"60650445151091",0,0,0,0,0,0
"60650445151092",0,0,0.03,0,0,0.8
"60650445151093",0,0,0.12,2,2,0.8
"60650445151095",0.4,0.03,0.03,6,6,0
"60650445151096",0.4,0,0,0,0,0.8
"60650445151097",0,0,0,5,5,0
"60650445151098",0,0,0,0,0,0
"60650445151099",0,0,0,0,0,0
"60650445151100",0,0,0,0,0,0
"60650445151101",1.2,0,0,3,3,0
"60650445151102",0,0,0,0,0,1.6
"60650445151103",0,0,0,0,0,0
"60650445151104",0,0,0,0,0,0
"60650445151105",0,0,0,2,2,0.8
"60650445161028",2,0.21,0.09,16,16,6.4
"60650445161029",8.8,0.78,0.87,38,38,6.4
"60650445161030",1.6,0.09,0.03,14,14,4.8
"60650445161031",4.8,0.48,0.27,25,25,7.2
"60650445161032",1.6,0.36,0.24,13,13,0.8
"60650445161033",0,0,0,0,0,0
"60650445161034",0,0,0.03,0,0,1.6
"60650445161035",0,0,0,0,0,0
"60650445161036",0,0,0,0,0,0
"60650445161037",0,0,0,0,0,0
"60650445161038",0,0,0,0,0,0
"60650445161039",0,0,0,0,0,0
"60650445161040",0,0,0,1,1,0
"60650445161041",0,0,0,0,0,0
"60650445161042",0,0,0,0,0,0
"60650445161043",0,0,0,0,0,0
"60650445161044",0,0,0,0,0,0
"60650445161045",3.2,0.39,0.09,24,24,20.8
"60650445161046",1.2,0.06,0.06,4,4,0
"60650445161047",1.6,0.12,0.03,14,14,0
"60650445161048",2,0.18,0.09,10,10,2.4
"60650445161049",0,0,0,2,2,0
"60650445161050",0,0,0,0,0,0
"60650445161051",0,0,0,0,0,0
"60650445161052",0,0,0,0,0,0
"60650445161053",0,0,0,0,0,0
"60650445161054",0,0,0,0,0,0
"60650445161055",0,0,0,0,0,1.6
"60650445161056",0,0,0,0,0,0
"60650445161057",0,0,0,0,0,0
"60650445161058",0,0,0,0,0,0
"60650445161059",0,0,0,0,0,0
"60650445161060",0,0,0,0,0,0
"60650445161061",0,0,0.03,0,0,1.6
"60650445161062",0,0,0,0,0,0
"60650445161063",0,0,0,0,0,0
"60650445161064",0,0,0,0,0,0
"60650445161065",0.4,0.03,0.03,1,1,0
"60650445161066",0,0,0,0,0,1.6
"60650445161067",0,0,0,0,0,0
"60650445161068",0,0,0,0,0,0
"60650445161069",0,0,0,0,0,0
"60650445161070",0,0.03,0.03,1,1,0
"60650445161071",0,0,0,0,0,0
"60650445161072",0,0,0,0,0,0
"60650445161073",0,0,0,0,0,0
"60650445161074",0,0,0,0,0,0
"60650445161005",0,0.03,0.12,3,3,0
"60650445161006",0.8,0.06,0.03,2,2,6.4
"60650445161007",2.4,0.15,0.06,16,16,4
"60650445161008",3.6,0.18,0.12,7,7,4
"60650445161009",1.2,0.03,0.06,6,6,1.6
"60650445161010",2,0,0.06,5,5,0.8
"60650445161011",0,0.06,0.03,3,3,0
"60650445161012",1.6,0.09,0.09,20,20,0
"60650445161013",6,0.36,0.36,37,37,3.2
"60650445161014",7.6,0.36,0.45,44,44,1.6
"60650445161015",2,0.09,0.03,7,7,0
"60650445161016",2.4,0.15,0.03,11,11,1.6
"60650445161017",4.4,0.24,0.51,48,48,5.6
"60650445161018",3.6,0.15,0.09,3,3,2.4
"60650445161019",1.2,0.03,0.18,9,9,2.4
"60650445161020",0.8,0.27,0.27,12,12,4.8
"60650445161021",2,0.18,0.33,22,22,6.4
"60650445161022",1.2,0.12,0.24,11,11,8
"60650445161023",2.8,0.39,0.27,18,18,1.6
"60650445161024",4.4,0.42,0.09,20,20,20
"60650445161025",0,0,0.03,1,1,4.8
"60650445161026",6.4,0.39,0.39,28,28,6.4
"60650445161027",4.4,0.24,0.18,23,23,2.4
"60650445161000",0,0,0,0,0,0
"60650445161001",2.8,0.36,0.33,39,39,15.2
"60650445161002",0.8,0,0.09,6,6,0.8
"60650445161003",0,0,0.06,1,1,4
"60650445161004",1.6,0.18,0.33,18,18,5.6
"60650445162028",2.4,0.33,0.36,19,19,4
"60650445162029",0.4,0.06,0.12,4,4,0.8
"60650445162030",1.2,0.09,0.03,7,7,0
"60650445162031",0,-0.03,0.06,4,4,1.6
"60650445162000",24.4,1.41,0.93,103,103,17.6
"60650445162001",2.4,0.15,0.12,12,12,2.4
"60650445162002",0,0.06,0.06,0,0,0
"60650445162003",0,0.06,0.03,4,4,0.8
"60650445162004",0,0,0,0,0,0
"60650445162005",0,0,0,0,0,0
"60650445162006",0,0,0,0,0,0
"60650445162007",0,0,0,0,0,0
"60650445162008",30.8,1.92,1.56,107,107,4
"60650445162009",3.6,0.15,0.12,27,27,2.4
"60650445162010",0,0,0,0,0,0
"60650445162011",0,0,0,0,0,0
"60650445162012",0.8,0.06,0.06,5,5,0
"60650445162013",14.8,1.11,1.32,109,109,8.8
"60650445162014",1.2,0.09,0.03,7,7,0
"60650445162015",0.8,0.06,0.06,5,5,0.8
"60650445162016",2,0.15,0.27,12,12,0.8
"60650445162017",4.8,0.33,0.27,33,33,1.6
"60650445162018",4.4,0.27,0.27,19,19,1.6
"60650445162019",3.2,0.3,0.54,36,36,2.4
"60650445162020",3.2,0.3,0.24,23,23,0.8
"60650445162021",3.2,0.42,0.33,32,32,1.6
"60650445162022",3.2,0.27,0.15,15,15,5.6
"60650445162023",0.4,0.03,0.03,0,0,0
"60650445162024",1.2,0.12,0.09,4,4,1.6
"60650445162025",0,0.06,0.06,8,8,0
"60650445162026",6.8,0.54,0.36,26,26,5.6
"60650445162027",0.8,0.18,0.12,23,23,3.2
"60650445162032",0.8,0.03,0,4,4,0
"60650445162033",0,-0.03,0,0,0,11.2
"60650445162034",0,0,0,0,0,7.2
"60650445162035",-0.8,0.03,0.12,2,2,0
"60650445162036",1.2,0,0.12,10,10,0
"60650445162037",0.8,0.09,0.03,4,4,0.8
"60650445162038",0.8,0.06,0.06,0.7,0.7,0.8
"60650445162039",0,0,0,0,0,0
"60650445162040",0,0,0,0,0,0.8
"60650445162041",0,0,0,0,0,0
"60650445162042",0,0.03,0,0,0,0
"60650445162043",0,0,0,0,0,0
"60650445162044",2,0.12,0.06,6,6,1.6
"60650445162045",0.8,0,0.06,7,7,0
"60650445162046",7.2,0.36,0.24,25,25,4
"60650445162047",1.2,0.12,0.09,5,5,4.8
"60650445162048",0,0,0,0,0,0
"60650445162049",0,0,0,1,1,14.4
"60650445162050",0,0,0,0,0,21.6
"60650445162051",0,0,0,0,0,1.6
"60650445162052",0,0,0.03,4.6,4.6,84.8
"60650445162053",0,0,0,0,0,0
"60650445162054",0,0,0,2,2,71.2
"60650445162055",1.6,0.06,0.03,9,9,2.4
"60650445162056",5.2,0.21,0.12,24,24,0.8
"60650445162057",3.2,0.24,0.24,24,24,3.2
"60650445162058",2.8,0.15,0.24,14,14,3.2
"60650445162059",2.4,0.21,0.24,16,16,0.8
"60650445162060",0.4,0.12,0.12,15,15,2.4
"60650445162061",1.6,0.12,0.15,10,10,1.6
"60650445162062",4.4,0.36,0.21,21,21,6.4
"60650445162063",0.4,0.03,0.12,3,3,3.2
"60650445162064",0,0.06,0.09,8,8,0
"60650445162065",0.4,0.06,0,1,1,0.8
"60650445171003",0,0,0,0,0,0
"60650445171000",0,0.09,0.27,32,32,14.4
"60650445171001",0,0,0,0,0,0
"60650445171002",0,-0.03,0.09,7,7,5.6
"60650445171004",0,0,0,0,0,0
"60650445171005",0,0,0,0,0,0
"60650445171006",6.8,0.18,0.42,53,53,16.8
"60650445171007",0.4,0,0,6,6,2.4
"60650445171008",1.2,0.09,0.03,8,8,20.8
"60650445171009",1.2,0.06,0.09,7,7,4
"60650445171010",1.2,0,0.09,12,12,2.4
"60650445171011",0.8,0.09,0.09,7,7,10.4
"60650445171012",1.2,0.09,0.03,8,8,0
"60650445171013",0,0,0,0,0,0
"60650445171014",0.4,0.06,0,9,9,48.8
"60650445171015",1.6,0.12,0.03,4,4,0
"60650445171016",0,0,0,0,0,0
"60650445171017",0,0,0,0,0,0
"60650445171018",0,0,0,1.9,1.9,8
"60650445171019",0,0,0,0,0,0
"60650445171020",0.4,0.06,0.06,15,15,131.2
"60650445171021",1.6,0.09,0.21,15,15,41.6
"60650445171022",1.2,0.15,0.18,6,6,26.4
"60650445171023",0.8,0.06,0.12,7,7,13.6
"60650445171025",1.2,0.03,0.03,4,4,10.4
"60650445171026",2.4,0.03,0.12,6,6,28.8
"60650445171027",0.4,0,0,0,0,6.4
"60650445171028",0,0.03,0,2.4,2.4,14.4
"60650445171029",0.8,0.03,0.03,13,13,20
"60650445171030",0,0,0,0,0,0
"60650445171031",0,0,0.03,4,4,0.8
"60650445171032",0,0,0,0,0,0
"60650445171033",0,0,0,2,2,4.8
"60650445171024",1.2,0.09,0.03,9,9,19.2
"60650445171034",0,0,0,0,0,0
"60650445171035",3.2,0.24,0.21,21,21,8
"60650445171036",0,0,0,0,0,0
"60650445171037",0,0,0,0,0,0
"60650445171038",0,0.12,0.06,5,5,16.8
"60650445171039",2.4,0.03,0.09,7,7,12
"60650445171040",0,0,0,1,1,5.6
"60650445171041",0,0,0,0,0,8.8
"60650445171042",-0.4,0,0,6,6,4.8
"60650445171043",0,0,0,0,0,4
"60650445171044",0,0.03,0,3,3,5.6
"60650445171045",0,0.03,0.06,0,0,4
"60650445171046",2,0.18,0.21,9,9,14.4
"60650445171047",0.4,0.06,0.09,13,13,4.8
"60650445181005",0,0,0,0,0,0
"60650445181006",0,0,0,0,0,0
"60650445181007",0,0,0,0,0,0
"60650445181008",2,0.12,0.15,23,23,9.6
"60650445181009",1.2,0.03,0,10,10,3.2
"60650445181010",0,0,0,1,1,56
"60650445181011",0,0,0,0,0,4.8
"60650445181012",0,0,0,0,0,1.6
"60650445181013",1.6,0,0,7,7,7.2
"60650445181014",0,0.06,0,0,0,3.2
"60650445181015",7.6,0.51,0.27,36,36,48.8
"60650445181016",0,0,0,0,0,0
"60650445181017",0.8,0.06,0.06,5,5,8.8
"60650445181018",2.8,0.12,0.06,18,18,24
"60650445181019",0,0.03,0.06,6,6,7.2
"60650445181020",0,0,0,0,0,0
"60650445181021",0,0,0,0,0,0
"60650445181022",0,0,0.09,1,1,0
"60650445181023",0.4,0,0,5,5,0
"60650445181024",1.6,0.09,0.09,5,5,5.6
"60650445181025",2.4,0.12,0.06,8,8,4
"60650445181026",2,0.06,0.12,13,13,3.2
"60650445181027",5.6,0.27,0.42,19,19,4.8
"60650445181028",5.6,0.21,0.24,22,22,5.6
"60650445181029",1.2,0.03,0.18,9,9,2.4
"60650445181000",0,0,0,0,0,0
"60650445181001",0,0,0,0,0,0
"60650445181002",4.4,0.24,0.18,15,15,0
"60650445181003",6.8,0.42,0.24,28,28,9.6
"60650445181004",6,0.36,0.36,29,29,24.8
"60650445182058",2.8,0.24,0.15,25,25,5.6
"60650445182059",2.8,0.15,0.36,15,15,7.2
"60650445182060",2.4,0.15,0.03,5,5,8
"60650445182061",3.2,0.18,0.39,19,19,8
"60650445182062",1.2,0.24,0.06,13,13,0.8
"60650445182063",2.4,0.27,0.06,9,9,1.6
"60650445182064",0,0,0,0,0,0
"60650445182065",2.8,0.06,0.09,13,13,0.8
"60650445182066",0,0,0,0,0,0
"60650445182067",0.4,0.3,0.06,4,4,1.6
"60650445182068",0,0,0,0,0,0
"60650445182069",0.4,0.06,0.09,1,1,2.4
"60650445182070",0,0,0,0,0,0
"60650445182071",0.8,0.03,0.06,3,3,2.4
"60650445182072",2.4,0.18,0.24,15,15,5.6
"60650445182073",1.2,0.09,0.18,13,13,9.6
"60650445182074",2,0.15,0.24,7,7,12.8
"60650445182075",1.2,0.03,0.18,7,7,7.2
"60650445182076",6,0.39,0.3,37,37,4
"60650445182077",0.8,0.24,0.09,5,5,3.2
"60650445182078",3.2,0,0.03,4,4,2.4
"60650445182079",2.8,0.18,0.27,9,9,1.6
"60650445182080",1.6,0.18,0.06,6,6,2.4
"60650445182081",0,0.06,0.03,10,10,1.6
"60650445182082",0,0,0,0,0,0
"60650445182083",0,0.06,0.03,0,0,1.6
"60650445182084",0.8,0.09,0.24,13,13,5.6
"60650445182085",0.4,0.09,0.15,10,10,4
"60650445182086",2,0.15,0.06,11,11,2.4
"60650445182087",0.4,0.03,0.06,5,5,5.6
"60650445182088",0,0.03,0.03,3,3,6.4
"60650445182089",0,0,0,0,0,0
"60650445182090",0.4,0,0,0,0,2.4
"60650445182091",0.4,0,0.03,1,1,0
"60650445182092",0,0,0,9,9,0.8
"60650445182093",0,0,0,0,0,0
"60650445182094",0,0,0,0,0,0
"60650445182095",0.8,0.24,0.06,7,7,3.2
"60650445182024",0.8,0,0.06,12,12,4
"60650445182025",1.2,0,0.12,13,13,1.6
"60650445182026",0,0,0.09,1,1,0
"60650445182027",0.4,0.09,0,1,1,0
"60650445182028",2.8,0.03,0.15,13,13,8
"60650445182029",1.2,0.15,0.03,8,8,8.8
"60650445182030",0.4,0.21,0.3,13,13,16.8
"60650445182031",2.8,0.18,0.09,10,10,8
"60650445182032",0,0,0,0,0,0
"60650445182033",0,0,0,0,0,0
"60650445182034",2,0.09,0.06,12,12,3.2
"60650445182035",5.6,0.42,0.27,38,38,17.6
"60650445182036",1.2,0.06,0.03,6,6,9.6
"60650445182037",2.4,0.09,0.18,16,16,4
"60650445182038",0,0,0,0,0,1.6
"60650445182039",2,0.09,0,3,3,1.6
"60650445182040",1.6,0.06,0.03,5,5,6.4
"60650445182041",3.2,0.15,0.06,8,8,2.4
"60650445182042",0.4,0.03,0.06,8,8,3.2
"60650445182043",3.6,0.09,0.27,25,25,8.8
"60650445182044",1.2,0.06,0.09,10,10,5.6
"60650445182045",4,0.51,0.54,33,33,7.2
"60650445182046",0.8,0.03,0,8,8,2.4
"60650445182047",0,0,0.06,3,3,4
"60650445182048",0,0.03,0.03,0,0,6.4
"60650445182049",0,0.03,0.12,2,2,2.4
"60650445182050",0,0,0,0,0,0
"60650445182051",2.8,0.15,0.3,13,13,9.6
"60650445182052",3.2,0.21,0.3,18,18,5.6
"60650445182053",0,0,0,2,2,0
"60650445182054",0,0.06,0.03,5,5,5.6
"60650445182055",2.4,0.15,0.36,14,14,3.2
"60650445182056",1.6,0.21,0.15,23,23,3.2
"60650445182057",0.4,0,0.03,1,1,2.4
"60650445182003",2.8,0.36,0.12,19,19,12.8
"60650445182000",1.2,0,0.33,3,3,7.2
"60650445182001",0.4,0.06,0.03,5,5,11.2
"60650445182002",0,0,0,2,2,1.6
"60650445182004",2,0.15,0,4,4,0.8
"60650445182005",1.2,0.15,0.09,10,10,3.2
"60650445182006",0,0.03,0.15,3,3,1.6
"60650445182007",0,0,0,0,0,0
"60650445182008",1.2,0.15,0.18,5,5,1.6
"60650445182009",2,0.24,0.39,20,20,15.2
"60650445182010",0,0.06,0.18,5,5,2.4
"60650445182011",0.8,0.09,0.27,6,6,4
"60650445182012",1.6,0,0.06,3,3,0
"60650445182013",0,0,0.03,2,2,0.8
"60650445182014",0,0,0,7,7,1.6
"60650445182015",0,0,0,0,0,0
"60650445182016",0.8,0.21,0.27,8,8,2.4
"60650445182017",0.8,0,0.33,11,11,4
"60650445182018",2.4,0.18,0.21,19,19,16
"60650445182019",2.8,0.39,0.21,26,26,11.2
"60650445182020",3.6,0.24,0.21,41,41,8
"60650445182021",2.4,0.06,0.15,9,9,6.4
"60650445182022",1.2,0,0.03,5,5,2.4
"60650445182023",0,0,0.18,16,16,2.4
"60650445201000",5.6,0.66,0.51,30,30,209.6
"60650445201001",0,0,0,0,0,0
"60650445201002",-0.4,0,0,1,1,14.4
"60650445201003",0,0,0,0,0,0
"60650445201004",0,0,0,0,0,0
"60650445201005",0,0,0,0,0,12
"60650445201006",0,0,0,0,0,12.8
"60650445201007",0,0,0,0,0,8.8
"60650445201008",0,0,0,0,0,0
"60650445201009",0,0,0,0,0,0
"60650445201010",0,0,0,0,0,0
"60650445201011",0,0,0,0,0,0
"60650445201012",0,0,0,0,0,0
"60650445201013",0,0,0,0,0,9.6
"60650445201014",0,0,0,1,1,12.8
"60650445201015",0,0,0,0,0,0
"60650445201016",0,0,0,0,0,0
"60650445201017",0,0,0,0,0,0
"60650445201018",0,0,0,0,0,0
"60650445201019",0,0,0,0,0,0
"60650445201020",0,0,0,0,0,0
"60650445201021",0,0,0,0,0,0
"60650445201022",0,0,0,0,0,0
"60650445201023",0,0,0,0,0,0
"60650445201024",0,0,0,0,0,0
"60650445201025",0,0,0,0,0,0
"60650445201026",0,0,0,0,0,0
"60650445201027",0,0,0,0,0,0
"60650445201028",0,0,0,0,0,0
"60650445201029",0,0,0,0,0,0
"60650445201030",0,0,0,0,0,0
"60650445201031",0,0,0,0,0,0
"60650445201032",0,0,0,0,0,0
"60650445201033",0,0,0,0,0,0
"60650445201034",0,0,0,0,0,0
"60650445201035",0,0,0,0,0,0
"60650445201036",0,0,0,0,0,0
"60650445201037",0,0,0,0,0,0
"60650445201038",0,0,0,0,0,0
"60650445201039",0,0,0,0,0,0
"60650445201040",0,0,0,0,0,0
"60650445201041",0.4,0,0,2,2,0
"60650445201042",0,0,0.03,1,1,42.4
"60650445201043",0,0,0,0,0,0
"60650445201044",0,0,0,0,0,0
"60650445201045",0,0,0,0,0,0.8
"60650445201046",-0.4,0,0,0,0,0.8
"60650445201047",0,0,0,0,0,0
"60650445201048",0,0,0,0,0,0
"60650445202012",0,0,0,0,0,0
"60650445202013",0,0,0,0,0,0
"60650445202014",0,0,0,0,0,0.8
"60650445202015",0,0,0,0,0,0
"60650445202016",0,0,0,0,0,0
"60650445202017",0,0,0,0,0,0
"60650445202018",0,0,0,0,0,0
"60650445202019",0,0.03,0.03,0,0,0
"60650445202049",0,0.03,0,5,5,3.2
"60650445202050",0,0,0,0,0,0
"60650445202051",0,0,0,0,0,0
"60650445202052",0,0,0,0,0,0
"60650445202053",0,0,0,0,0,0
"60650445202054",0,0,0,0,0,0
"60650445202055",0,0,0,0,0,0
"60650445202083",0,0,0,0,0,0
"60650445202084",0,0,0,0,0,0
"60650445202085",0,0,0,0,0,0
"60650445202086",0,0,0,0,0,0
"60650445202087",0,0,0,0,0,0
"60650445202088",0,0,0,0,0,0.8
"60650445202089",0,0,0,0,0,0
"60650445202090",0,0,0,0,0,0
"60650445202091",0,0,0,0,0,0
"60650445202056",0,0,0,0,0,0
"60650445202057",0,0,0,0,0,0
"60650445202058",0,0,0,0,0,0
"60650445202059",0,0,0,0,0,0
"60650445202060",0,0,0,0,0,0
"60650445202061",0,0,0,0,0,0
"60650445202062",0,0,0,0,0,0
"60650445202063",0,0,0,0,0,0
"60650445202064",0,0,0,0,0,0
"60650445202065",0,0,0,0,0,0
"60650445202066",0,0,0,0,0,0
"60650445202067",0,0,0,0,0,0
"60650445202068",0,0,0,0,0,2.4
"60650445202069",0,0,0,0,0,0
"60650445202070",0,0,0,1,1,3.2
"60650445202071",0.4,0.06,0.06,4,4,0.8
"60650445202072",0,0,0,0,0,0
"60650445202073",0,0,0,0,0,0
"60650445202074",0,0,0,0,0,0
"60650445202075",0,0,0,1,1,0
"60650445202076",0,0,0,3,3,0.8
"60650445202077",0,0,0,0,0,1.6
"60650445202078",0.8,0,0.09,5,5,4
"60650445202079",0,0.03,0.03,1,1,0
"60650445202080",0,0,0,1,1,0
"60650445202081",0,0,0,0,0,0
"60650445202092",0,0,0,0,0,0
"60650445202093",0,0,0,0,0,0
"60650445202094",0,0,0,0,0,0
"60650445202095",0,0,0,0,0,0
"60650445202096",0,0,0,0,0,0
